"word","instance","correct"
"play.v.bnc",8953,TRUE
"paper.n.bnc",112858,FALSE
"shelter.n.bnc",52432,TRUE
"plan.n.bnc",52454,FALSE
"bank.n.bnc",125243,TRUE
"atmosphere.n.bnc",71999,FALSE
"talk.v.bnc",32569,FALSE
"rule.v.bnc",137943,TRUE
"performance.n.bnc",44642,TRUE
"rule.v.bnc",106814,TRUE
"appear.v.bnc",57073,FALSE
"hear.v.bnc",1777,TRUE
"different.a.bnc",11383,TRUE
"different.a.bnc",43611,TRUE
"note.v.bnc",151225,TRUE
"add.v.bnc",38608,FALSE
"interest.n.bnc",70146,TRUE
"express.v.bnc",143391,TRUE
"talk.v.bnc",37774,FALSE
"difference.n.bnc",101555,TRUE
"treat.v.bnc",134527,TRUE
"party.n.bnc",34080,FALSE
"decide.v.bnc",63343,TRUE
"source.n.bnc",20785,TRUE
"provide.v.bnc",24262,FALSE
"arm.n.bnc",36838,TRUE
"expect.v.bnc",17104,TRUE
"begin.v.bnc",18003,TRUE
"bank.n.bnc",125346,FALSE
"remain.v.bnc",55237,TRUE
"arm.n.bnc",116260,FALSE
"appear.v.bnc",9015,TRUE
"bank.n.bnc",100920,TRUE
"different.a.bnc",1855,TRUE
"activate.v.bnc",2013902,TRUE
"paper.n.bnc",33735,TRUE
"suspend.v.bnc",419220,TRUE
"talk.v.bnc",44537,TRUE
"difference.n.bnc",29995,TRUE
"appear.v.bnc",52827,FALSE
"produce.v.bnc",43815,TRUE
"eat.v.bnc",14543,TRUE
"arm.n.bnc",33435,TRUE
"eat.v.bnc",16969,TRUE
"party.n.bnc",73828,TRUE
"arm.n.bnc",115768,TRUE
"expect.v.bnc",74857,FALSE
"arm.n.bnc",97038,FALSE
"provide.v.bnc",44912,TRUE
"bank.n.bnc",101273,TRUE
"suspend.v.bnc",357111,TRUE
"degree.n.bnc",271380,TRUE
"activate.v.bnc",24693,TRUE
"activate.v.bnc",1199683,TRUE
"express.v.bnc",122702,FALSE
"rule.v.bnc",88873,FALSE
"audience.n.bnc",57608,TRUE
"receive.v.bnc",52380,FALSE
"paper.n.bnc",92401,FALSE
"interest.n.bnc",80374,FALSE
"difficulty.n.bnc",69501,TRUE
"bank.n.bnc",26897,TRUE
"provide.v.bnc",44526,TRUE
"miss.v.bnc",45285,TRUE
"arm.n.bnc",105135,TRUE
"produce.v.bnc",65103,FALSE
"image.n.bnc",44391,FALSE
"appear.v.bnc",66424,TRUE
"suspend.v.bnc",230267,FALSE
"watch.v.bnc",33839,FALSE
"degree.n.bnc",121690,TRUE
"add.v.bnc",66143,FALSE
"image.n.bnc",37227,TRUE
"interest.n.bnc",61375,TRUE
"degree.n.bnc",185001,FALSE
"sort.n.bnc",20021,TRUE
"source.n.bnc",28836,TRUE
"bank.n.bnc",145443,FALSE
"argument.n.bnc",150599,FALSE
"add.v.bnc",14153,TRUE
"encounter.v.bnc",280127,FALSE
"receive.v.bnc",1380,TRUE
"eat.v.bnc",138645,TRUE
"win.v.bnc",64083,TRUE
"atmosphere.n.bnc",158272,TRUE
"difference.n.bnc",44178,FALSE
"argument.n.bnc",74516,FALSE
"organization.n.bnc",132478,FALSE
"disc.n.bnc",50292,FALSE
"hear.v.bnc",34435,FALSE
"argument.n.bnc",116180,TRUE
"bank.n.bnc",90257,FALSE
"shelter.n.bnc",550753,TRUE
"party.n.bnc",77808,TRUE
"activate.v.bnc",975929,TRUE
"party.n.bnc",62692,TRUE
"difficulty.n.bnc",3816,FALSE
"add.v.bnc",38708,TRUE
"expect.v.bnc",35535,TRUE
"remain.v.bnc",1630,FALSE
"treat.v.bnc",50437,TRUE
"judgment.n.bnc",243041,TRUE
"encounter.v.bnc",675876,FALSE
"sort.n.bnc",8179,TRUE
"express.v.bnc",163981,TRUE
"party.n.bnc",83394,TRUE
"miss.v.bnc",111195,TRUE
"watch.v.bnc",42169,FALSE
"activate.v.bnc",651647,FALSE
"appear.v.bnc",38560,TRUE
"activate.v.bnc",2014015,TRUE
"rule.v.bnc",214156,TRUE
"produce.v.bnc",8245,TRUE
"activate.v.bnc",455954,FALSE
"atmosphere.n.bnc",36501,TRUE
"use.v.bnc",19426,TRUE
"hear.v.bnc",34769,TRUE
"arm.n.bnc",97038,FALSE
"hot.a.bnc",75375,TRUE
"bank.n.bnc",116357,TRUE
"activate.v.bnc",619023,FALSE
"audience.n.bnc",5652,FALSE
"party.n.bnc",15705,TRUE
"ask.v.bnc",10390,TRUE
"express.v.bnc",4792,TRUE
"appear.v.bnc",5223,FALSE
"paper.n.bnc",102036,TRUE
"begin.v.bnc",9576,FALSE
"provide.v.bnc",28726,TRUE
"express.v.bnc",211983,FALSE
"lose.v.bnc",64711,FALSE
"expect.v.bnc",55315,TRUE
"important.a.bnc",5508,TRUE
"smell.v.bnc",427986,TRUE
"climb.v.bnc",25346,FALSE
"remain.v.bnc",8249,FALSE
"performance.n.bnc",15208,TRUE
"bank.n.bnc",124705,TRUE
"ask.v.bnc",40287,TRUE
"argument.n.bnc",81362,TRUE
"produce.v.bnc",53738,TRUE
"difference.n.bnc",70706,TRUE
"climb.v.bnc",187139,TRUE
"watch.v.bnc",85521,TRUE
"image.n.bnc",38319,TRUE
"atmosphere.n.bnc",156417,TRUE
"difference.n.bnc",29004,TRUE
"different.a.bnc",28701,TRUE
"remain.v.bnc",29722,FALSE
"atmosphere.n.bnc",157294,FALSE
"remain.v.bnc",58049,TRUE
"degree.n.bnc",139496,TRUE
"plan.n.bnc",13469,TRUE
"talk.v.bnc",11079,TRUE
"sort.n.bnc",7905,FALSE
"watch.v.bnc",41640,TRUE
"disc.n.bnc",184786,FALSE
"difference.n.bnc",121400,TRUE
"talk.v.bnc",45776,TRUE
"smell.v.bnc",18122,TRUE
"difficulty.n.bnc",69284,TRUE
"audience.n.bnc",71941,FALSE
"remain.v.bnc",8495,TRUE
"paper.n.bnc",27863,FALSE
"watch.v.bnc",95515,TRUE
"watch.v.bnc",42162,FALSE
"degree.n.bnc",172760,FALSE
"eat.v.bnc",28152,TRUE
"expect.v.bnc",75847,FALSE
"difference.n.bnc",43720,TRUE
"use.v.bnc",707,TRUE
"degree.n.bnc",156502,FALSE
"climb.v.bnc",22938,FALSE
"produce.v.bnc",48692,FALSE
"begin.v.bnc",20101,TRUE
"decide.v.bnc",70291,TRUE
"add.v.bnc",67086,TRUE
"interest.n.bnc",67508,FALSE
"audience.n.bnc",56871,TRUE
"add.v.bnc",11632,FALSE
"note.v.bnc",5095,FALSE
"watch.v.bnc",40396,TRUE
"difference.n.bnc",119299,FALSE
"shelter.n.bnc",412142,TRUE
"argument.n.bnc",116180,TRUE
"audience.n.bnc",83205,TRUE
"decide.v.bnc",66978,TRUE
"argument.n.bnc",69461,FALSE
"ask.v.bnc",14097,TRUE
"add.v.bnc",41012,TRUE
"encounter.v.bnc",122080,TRUE
"decide.v.bnc",2097,TRUE
"write.v.bnc",3180,TRUE
"begin.v.bnc",35165,TRUE
"climb.v.bnc",59427,TRUE
"operate.v.bnc",14298,TRUE
"organization.n.bnc",9457,FALSE
"watch.v.bnc",85521,FALSE
"bank.n.bnc",73830,TRUE
"organization.n.bnc",302846,FALSE
"suspend.v.bnc",324593,FALSE
"ask.v.bnc",12619,FALSE
"arm.n.bnc",49400,TRUE
"argument.n.bnc",43947,TRUE
"hear.v.bnc",5417,TRUE
"argument.n.bnc",147345,TRUE
"remain.v.bnc",36371,FALSE
"watch.v.bnc",45370,FALSE
"solid.a.bnc",35070,TRUE
"difference.n.bnc",126800,FALSE
"arm.n.bnc",109927,TRUE
"bank.n.bnc",57998,TRUE
"paper.n.bnc",50614,TRUE
"argument.n.bnc",84443,FALSE
"provide.v.bnc",44888,TRUE
"note.v.bnc",121759,TRUE
"arm.n.bnc",42653,TRUE
"activate.v.bnc",935123,FALSE
"difference.n.bnc",69564,FALSE
"remain.v.bnc",8415,FALSE
"play.v.bnc",46250,TRUE
"argument.n.bnc",127125,FALSE
"sort.n.bnc",2375,TRUE
"encounter.v.bnc",562168,TRUE
"difference.n.bnc",43790,FALSE
"bank.n.bnc",79590,FALSE
"provide.v.bnc",13151,TRUE
"arm.n.bnc",84416,FALSE
"argument.n.bnc",2992,TRUE
"atmosphere.n.bnc",217114,TRUE
"use.v.bnc",2726,TRUE
"appear.v.bnc",15902,TRUE
"decide.v.bnc",40315,FALSE
"climb.v.bnc",59390,TRUE
"begin.v.bnc",553,FALSE
"party.n.bnc",38542,TRUE
"paper.n.bnc",37201,TRUE
"activate.v.bnc",660201,TRUE
"add.v.bnc",67129,FALSE
"activate.v.bnc",1597373,TRUE
"eat.v.bnc",96253,TRUE
"ask.v.bnc",28165,TRUE
"appear.v.bnc",56306,FALSE
"difference.n.bnc",71485,TRUE
"ask.v.bnc",7001,TRUE
"provide.v.bnc",126,TRUE
"activate.v.bnc",945684,TRUE
"note.v.bnc",3042,TRUE
"performance.n.bnc",48616,TRUE
"add.v.bnc",24542,FALSE
"difference.n.bnc",101537,TRUE
"different.a.bnc",3611,TRUE
"treat.v.bnc",121041,TRUE
"receive.v.bnc",14734,FALSE
"suspend.v.bnc",290181,TRUE
"begin.v.bnc",8477,FALSE
"arm.n.bnc",55839,TRUE
"audience.n.bnc",58345,TRUE
"argument.n.bnc",101579,FALSE
"hot.a.bnc",125209,TRUE
"encounter.v.bnc",120976,TRUE
"organization.n.bnc",129316,TRUE
"organization.n.bnc",259072,TRUE
"paper.n.bnc",37072,TRUE
"miss.v.bnc",115748,TRUE
"shelter.n.bnc",758367,FALSE
"note.v.bnc",129298,TRUE
"performance.n.bnc",67976,TRUE
"eat.v.bnc",42665,FALSE
"arm.n.bnc",8679,FALSE
"begin.v.bnc",30264,TRUE
"win.v.bnc",5504,TRUE
"judgment.n.bnc",565107,TRUE
"suspend.v.bnc",268681,FALSE
"difficulty.n.bnc",2943,TRUE
"add.v.bnc",39863,TRUE
"argument.n.bnc",76693,TRUE
"argument.n.bnc",43771,TRUE
"performance.n.bnc",87713,TRUE
"lose.v.bnc",10353,FALSE
"image.n.bnc",39142,FALSE
"ask.v.bnc",35966,TRUE
"activate.v.bnc",312935,TRUE
"party.n.bnc",8655,TRUE
"ask.v.bnc",14150,TRUE
"encounter.v.bnc",306012,TRUE
"image.n.bnc",100081,TRUE
"performance.n.bnc",48876,TRUE
"appear.v.bnc",64602,FALSE
"different.a.bnc",49084,TRUE
"paper.n.bnc",94525,TRUE
"performance.n.bnc",6982,FALSE
"appear.v.bnc",55932,FALSE
"sort.n.bnc",23783,TRUE
"sort.n.bnc",19464,TRUE
"image.n.bnc",40264,TRUE
"hear.v.bnc",5349,FALSE
"degree.n.bnc",26994,FALSE
"interest.n.bnc",25660,FALSE
"add.v.bnc",42375,FALSE
"shelter.n.bnc",321855,FALSE
"bank.n.bnc",84067,TRUE
"image.n.bnc",44394,FALSE
"party.n.bnc",8097,FALSE
"suspend.v.bnc",460948,TRUE
"play.v.bnc",42268,TRUE
"paper.n.bnc",107025,TRUE
"shelter.n.bnc",77157,FALSE
"appear.v.bnc",54388,TRUE
"shelter.n.bnc",851046,TRUE
"suspend.v.bnc",5278,TRUE
"appear.v.bnc",8073,TRUE
"begin.v.bnc",9575,TRUE
"hot.a.bnc",125830,FALSE
"add.v.bnc",38507,TRUE
"talk.v.bnc",80406,TRUE
"note.v.bnc",185963,TRUE
"difference.n.bnc",92289,TRUE
"arm.n.bnc",84010,TRUE
"appear.v.bnc",64590,FALSE
"decide.v.bnc",58452,TRUE
"performance.n.bnc",67309,TRUE
"judgment.n.bnc",219875,FALSE
"expect.v.bnc",5393,TRUE
"paper.n.bnc",89619,FALSE
"appear.v.bnc",29559,TRUE
"image.n.bnc",47890,TRUE
"express.v.bnc",53765,TRUE
"begin.v.bnc",9571,TRUE
"organization.n.bnc",343218,TRUE
"organization.n.bnc",128922,FALSE
"arm.n.bnc",83701,FALSE
"hear.v.bnc",17987,FALSE
"talk.v.bnc",46554,FALSE
"disc.n.bnc",542909,FALSE
"remain.v.bnc",1651,TRUE
"hot.a.bnc",32313,TRUE
"add.v.bnc",81248,TRUE
"begin.v.bnc",39860,TRUE
"atmosphere.n.bnc",137754,FALSE
"climb.v.bnc",166112,TRUE
"performance.n.bnc",79851,FALSE
"decide.v.bnc",20206,FALSE
"climb.v.bnc",59431,TRUE
"bank.n.bnc",823,TRUE
"appear.v.bnc",67408,FALSE
"ask.v.bnc",29517,TRUE
"audience.n.bnc",56792,TRUE
"paper.n.bnc",34262,FALSE
"mean.v.bnc",10537,FALSE
"activate.v.bnc",1919637,TRUE
"mean.v.bnc",4106,TRUE
"image.n.bnc",65777,TRUE
"operate.v.bnc",5999,TRUE
"degree.n.bnc",132539,FALSE
"audience.n.bnc",136163,TRUE
"degree.n.bnc",139496,TRUE
"party.n.bnc",65595,TRUE
"encounter.v.bnc",58585,TRUE
"encounter.v.bnc",513835,TRUE
"image.n.bnc",66831,FALSE
"encounter.v.bnc",490577,FALSE
"different.a.bnc",48415,FALSE
"shelter.n.bnc",255475,TRUE
"different.a.bnc",14526,TRUE
"bank.n.bnc",142872,TRUE
"bank.n.bnc",97132,TRUE
"disc.n.bnc",895219,FALSE
"party.n.bnc",40931,TRUE
"difference.n.bnc",5508,TRUE
"suspend.v.bnc",457782,FALSE
"rule.v.bnc",194883,FALSE
"note.v.bnc",210408,TRUE
"eat.v.bnc",99159,TRUE
"express.v.bnc",40031,TRUE
"image.n.bnc",100081,TRUE
"smell.v.bnc",633753,TRUE
"activate.v.bnc",2014009,TRUE
"argument.n.bnc",117778,TRUE
"sort.n.bnc",15365,TRUE
"disc.n.bnc",677491,TRUE
"different.a.bnc",5372,FALSE
"paper.n.bnc",40884,TRUE
"organization.n.bnc",29633,TRUE
"remain.v.bnc",4324,TRUE
"express.v.bnc",217879,FALSE
"argument.n.bnc",29778,TRUE
"add.v.bnc",22871,TRUE
"note.v.bnc",133131,TRUE
"climb.v.bnc",226254,TRUE
"expect.v.bnc",74740,TRUE
"performance.n.bnc",68015,TRUE
"performance.n.bnc",63647,TRUE
"decide.v.bnc",12018,FALSE
"talk.v.bnc",70896,TRUE
"activate.v.bnc",1204487,TRUE
"appear.v.bnc",54010,FALSE
"argument.n.bnc",87652,TRUE
"note.v.bnc",34554,TRUE
"add.v.bnc",65618,TRUE
"ask.v.bnc",17674,FALSE
"smell.v.bnc",64665,TRUE
"plan.n.bnc",30049,TRUE
"difference.n.bnc",45217,FALSE
"note.v.bnc",57037,TRUE
"express.v.bnc",204154,FALSE
"appear.v.bnc",64601,TRUE
"organization.n.bnc",259057,TRUE
"audience.n.bnc",85772,TRUE
"treat.v.bnc",68573,FALSE
"climb.v.bnc",42637,TRUE
"ask.v.bnc",19625,FALSE
"smell.v.bnc",390843,FALSE
"image.n.bnc",118393,FALSE
"remain.v.bnc",58049,FALSE
"climb.v.bnc",54229,TRUE
"encounter.v.bnc",757693,FALSE
"express.v.bnc",43933,FALSE
"shelter.n.bnc",25032,TRUE
"treat.v.bnc",5025,TRUE
"suspend.v.bnc",292260,TRUE
"suspend.v.bnc",88780,TRUE
"suspend.v.bnc",267756,TRUE
"note.v.bnc",9210,FALSE
"eat.v.bnc",20668,TRUE
"shelter.n.bnc",162341,TRUE
"begin.v.bnc",17896,FALSE
"watch.v.bnc",36827,TRUE
"paper.n.bnc",84966,TRUE
"remain.v.bnc",6120,FALSE
"expect.v.bnc",59754,TRUE
"paper.n.bnc",95176,TRUE
"add.v.bnc",13575,FALSE
"arm.n.bnc",49578,TRUE
"express.v.bnc",117468,TRUE
"arm.n.bnc",5894,FALSE
"climb.v.bnc",25980,TRUE
"expect.v.bnc",28767,TRUE
"plan.n.bnc",87520,TRUE
"use.v.bnc",707,TRUE
"eat.v.bnc",124508,FALSE
"disc.n.bnc",61814,TRUE
"appear.v.bnc",8984,TRUE
"ask.v.bnc",4946,TRUE
"expect.v.bnc",3148,FALSE
"judgment.n.bnc",423889,TRUE
"arm.n.bnc",56584,TRUE
"treat.v.bnc",52546,TRUE
"talk.v.bnc",42210,TRUE
"paper.n.bnc",6927,FALSE
"write.v.bnc",3339,FALSE
"win.v.bnc",50166,TRUE
"provide.v.bnc",34632,TRUE
"treat.v.bnc",119719,TRUE
"bank.n.bnc",124688,FALSE
"degree.n.bnc",69621,TRUE
"wash.v.bnc",186422,FALSE
"watch.v.bnc",82013,TRUE
"remain.v.bnc",30355,FALSE
"hot.a.bnc",31787,TRUE
"bank.n.bnc",78202,TRUE
"appear.v.bnc",59827,FALSE
"argument.n.bnc",94709,TRUE
"disc.n.bnc",895548,TRUE
"degree.n.bnc",157587,TRUE
"suspend.v.bnc",230590,FALSE
"add.v.bnc",61208,TRUE
"argument.n.bnc",2977,TRUE
"bank.n.bnc",111977,TRUE
"note.v.bnc",120983,TRUE
"party.n.bnc",77858,TRUE
"solid.a.bnc",87316,TRUE
"remain.v.bnc",14967,TRUE
"organization.n.bnc",129316,TRUE
"bank.n.bnc",116242,TRUE
"eat.v.bnc",165967,TRUE
"expect.v.bnc",38227,FALSE
"add.v.bnc",81848,TRUE
"add.v.bnc",47961,TRUE
"interest.n.bnc",25687,TRUE
"different.a.bnc",3428,FALSE
"operate.v.bnc",1141,FALSE
"plan.n.bnc",74892,TRUE
"encounter.v.bnc",489035,TRUE
"different.a.bnc",3088,TRUE
"remain.v.bnc",29503,TRUE
"mean.v.bnc",625,TRUE
"image.n.bnc",18505,TRUE
"arm.n.bnc",34603,TRUE
"bank.n.bnc",97928,FALSE
"shelter.n.bnc",679613,TRUE
"note.v.bnc",53731,FALSE
"argument.n.bnc",113021,TRUE
"paper.n.bnc",29580,FALSE
"rule.v.bnc",228390,TRUE
"eat.v.bnc",160721,TRUE
"audience.n.bnc",7031,TRUE
"provide.v.bnc",28975,FALSE
"produce.v.bnc",29196,TRUE
"shelter.n.bnc",96830,TRUE
"provide.v.bnc",26826,TRUE
"interest.n.bnc",5750,TRUE
"sort.n.bnc",70870,TRUE
"suspend.v.bnc",268101,TRUE
"treat.v.bnc",82185,TRUE
"organization.n.bnc",19761,TRUE
"disc.n.bnc",600496,TRUE
"party.n.bnc",60203,FALSE
"plan.n.bnc",61246,TRUE
"arm.n.bnc",72298,TRUE
"degree.n.bnc",64108,FALSE
"wash.v.bnc",186546,FALSE
"eat.v.bnc",154190,TRUE
"write.v.bnc",6991,TRUE
"hot.a.bnc",59595,TRUE
"eat.v.bnc",166375,TRUE
"win.v.bnc",34533,TRUE
"bank.n.bnc",117438,TRUE
"encounter.v.bnc",4336,TRUE
"remain.v.bnc",29727,TRUE
"hot.a.bnc",103697,FALSE
"performance.n.bnc",5651,TRUE
"degree.n.bnc",205116,TRUE
"begin.v.bnc",36751,TRUE
"receive.v.bnc",52380,TRUE
"hear.v.bnc",20179,TRUE
"wash.v.bnc",323012,TRUE
"talk.v.bnc",18094,FALSE
"provide.v.bnc",24466,FALSE
"disc.n.bnc",115619,FALSE
"mean.v.bnc",9656,TRUE
"play.v.bnc",48014,TRUE
"appear.v.bnc",59590,TRUE
"image.n.bnc",98949,TRUE
"appear.v.bnc",2174,TRUE
"degree.n.bnc",156671,FALSE
"treat.v.bnc",13322,TRUE
"produce.v.bnc",12797,TRUE
"ask.v.bnc",16250,TRUE
"paper.n.bnc",6690,TRUE
"ask.v.bnc",22203,TRUE
"climb.v.bnc",45564,FALSE
"activate.v.bnc",938095,TRUE
"judgment.n.bnc",564660,TRUE
"difference.n.bnc",35336,FALSE
"paper.n.bnc",94525,TRUE
"encounter.v.bnc",114349,TRUE
"activate.v.bnc",509400,TRUE
"ask.v.bnc",29543,FALSE
"bank.n.bnc",76998,TRUE
"difference.n.bnc",22436,TRUE
"remain.v.bnc",55175,FALSE
"note.v.bnc",174127,TRUE
"degree.n.bnc",297177,TRUE
"treat.v.bnc",19169,TRUE
"source.n.bnc",49817,FALSE
"begin.v.bnc",18460,TRUE
"watch.v.bnc",40395,TRUE
"appear.v.bnc",36581,TRUE
"eat.v.bnc",145001,TRUE
"atmosphere.n.bnc",2573,FALSE
"sort.n.bnc",70308,FALSE
"produce.v.bnc",5975,TRUE
"shelter.n.bnc",390474,TRUE
"talk.v.bnc",52069,FALSE
"judgment.n.bnc",547767,TRUE
"climb.v.bnc",15371,TRUE
"expect.v.bnc",59971,FALSE
"degree.n.bnc",307047,TRUE
"produce.v.bnc",50185,FALSE
"interest.n.bnc",76192,FALSE
"play.v.bnc",5190,TRUE
"sort.n.bnc",65453,TRUE
"wash.v.bnc",321296,FALSE
"arm.n.bnc",81477,TRUE
"express.v.bnc",128417,TRUE
"atmosphere.n.bnc",119780,TRUE
"encounter.v.bnc",114349,TRUE
"paper.n.bnc",31640,TRUE
"image.n.bnc",101323,TRUE
"degree.n.bnc",69669,FALSE
"sort.n.bnc",2426,TRUE
"degree.n.bnc",58624,FALSE
"interest.n.bnc",68575,TRUE
"performance.n.bnc",62154,TRUE
"treat.v.bnc",23196,TRUE
"difference.n.bnc",103672,TRUE
"interest.n.bnc",40856,FALSE
"lose.v.bnc",16408,FALSE
"appear.v.bnc",38931,FALSE
"degree.n.bnc",101634,TRUE
"provide.v.bnc",1248,TRUE
"arm.n.bnc",46310,TRUE
"remain.v.bnc",14016,TRUE
"audience.n.bnc",5652,TRUE
"image.n.bnc",66921,TRUE
"bank.n.bnc",51925,FALSE
"provide.v.bnc",9253,FALSE
"provide.v.bnc",27874,TRUE
"smell.v.bnc",554375,FALSE
"appear.v.bnc",4276,TRUE
"encounter.v.bnc",543028,FALSE
"miss.v.bnc",17518,TRUE
"argument.n.bnc",64888,TRUE
"expect.v.bnc",19378,FALSE
"remain.v.bnc",24527,TRUE
"expect.v.bnc",9369,FALSE
"party.n.bnc",56052,TRUE
"difference.n.bnc",66879,TRUE
"hear.v.bnc",7749,FALSE
"mean.v.bnc",19270,TRUE
"party.n.bnc",77763,TRUE
"audience.n.bnc",98381,FALSE
"ask.v.bnc",22142,FALSE
"interest.n.bnc",23509,TRUE
"produce.v.bnc",29885,TRUE
"organization.n.bnc",158641,FALSE
"lose.v.bnc",5279,FALSE
"ask.v.bnc",35513,TRUE
"suspend.v.bnc",294244,TRUE
"degree.n.bnc",29737,TRUE
"ask.v.bnc",22137,TRUE
"party.n.bnc",80668,TRUE
"note.v.bnc",130793,FALSE
"arm.n.bnc",78497,TRUE
"plan.n.bnc",61246,FALSE
"plan.n.bnc",85569,TRUE
